title,score,stdev,num_votes,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10
Hitsugi no Chaika,7.438003869719445,1.302743272299878,86828,132,156,389,1212,3936,10429,27573,27293,11321,4387
Soredemo Machi wa Mawatteiru,7.391115540684844,1.4419107661752586,14047,44,55,138,257,755,1727,3992,4318,2008,753
Mazinger Z,7.384224912143694,1.6729843060431078,2561,12,14,23,62,199,351,701,560,324,315
Ristorante Paradiso,7.373255672855236,1.5427360921289168,8241,43,35,67,189,521,1089,2187,2339,1177,594
Re:␣Hamatora,7.447371204908495,1.583648033926861,37812,133,225,421,1014,2039,4351,10066,10512,5671,3380
Uchuu no Stellvia,7.424054206662903,1.512051211268173,7084,26,24,55,144,476,837,1920,2012,1061,529
Tokimeki Tonight,7.465222348916762,1.598955360817159,877,5,3,7,18,41,138,230,218,114,103
Cross Ange: Tenshi to Ryuu no Rondo,7.345231607629428,1.8216523589670213,36700,419,416,698,1274,2078,4127,8674,9441,5999,3574
Futatsu no Spica,7.4471544715447155,1.5034528056759966,2583,8,8,9,46,177,349,701,681,373,231
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,7.443839915230061,1.443913624538691,49074,86,136,359,1037,2708,5913,13918,14450,6998,3469
Zoids,7.4163598429062345,1.483628512532165,16296,33,59,110,271,1062,2149,4775,4219,2269,1349
Hakushaku to Yousei,7.4334984241332736,1.5561665664929594,33315,78,127,218,751,2169,4702,9049,8053,4847,3321
Shinrei Tantei Yakumo,7.433525265305069,1.552136529407561,38729,118,136,328,944,2425,4959,10437,10084,5847,3451
Honobono Log,7.477824603652418,1.5199060209114539,4983,13,16,29,77,297,683,1449,1226,642,551
Nerima Daikon Brothers,7.358417377812257,1.8120386941810211,2578,29,26,36,90,157,320,608,630,400,282
Mushibugyou,7.350698720351234,1.5396966277497866,18677,68,85,208,452,1124,2448,5305,5124,2446,1417
Ikoku Meiro no Croisée The Animation,7.438490734538959,1.4372957942352202,17916,51,42,94,303,1007,2364,5130,5161,2418,1346
Ginban Kaleidoscope,7.445198528479006,1.506511544817999,15766,34,49,93,302,1022,2132,4332,4117,2250,1435
Ai no Wakakusa Monogatari,7.483807005948447,1.496824855313946,1513,1,3,14,22,81,220,454,345,207,166
Air,7.4396751634640745,1.7514204150170487,109963,558,825,1439,3610,7510,14073,25281,25364,17773,13530
Time Travel Tondekeman!,7.575697211155378,1.6475404256453465,502,7,1,3,4,29,51,140,129,74,64
Akazukin Chacha,7.389285714285714,1.530329707483143,3360,11,12,17,47,276,476,919,832,471,299
Ben-To,7.442304080386909,1.4644983503153934,85188,230,302,625,1679,4525,10581,24208,24647,12083,6308
Dotto Koni-chan,7.47556142668428,1.786045233973305,757,6,9,4,23,44,109,162,187,103,110
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7.4560428483471455,1.6319052724012193,183531,684,1098,2172,5132,10720,22317,45974,47831,29507,18096
Gokusen,7.459116426653649,1.4120316477936885,12291,18,33,71,170,645,1639,3685,3362,1727,941
Deadman Wonderland,7.46006713271194,1.574305857343523,288384,834,1424,3106,7637,15660,35593,74753,77259,46565,25553
GJ-bu,7.433336546804203,1.4576562056976865,41492,111,127,318,751,2379,5112,11786,12187,5674,3047
Love Lab,7.441587566496297,1.3996281315281298,38348,96,112,239,659,1939,4693,11051,11812,5479,2268
Keijo!!!!!!!!,7.35326280227596,1.7402903327648418,44992,516,407,613,1223,2343,5412,12470,11678,5424,4906
Kimikiss Pure Rouge,7.4297240334584735,1.522272363659098,30366,109,114,239,625,1879,3869,8186,8391,4522,2432
Legendz: Yomigaeru Ryuuou Densetsu,7.344262295081967,1.912443399512232,549,8,7,5,17,41,77,128,111,74,81
Maria-sama ga Miteru,7.372120322817315,1.6580492591467826,13630,83,77,169,370,912,1768,3480,3478,2024,1269
Kaze no Stigma,7.453679846728107,1.4830414481318122,121092,278,426,824,2426,7034,14998,34106,33285,18055,9660
Kamichama Karin,7.383202827246899,1.7502761864744123,14431,110,77,151,454,1067,2023,3533,3128,2094,1794
Oruchuban Ebichu,7.425845362863358,1.702308103543454,10114,67,75,126,259,609,1294,2607,2428,1498,1151
Papa no Iukoto wo Kikinasai!,7.48049764049764,1.5223916335918524,58275,211,264,481,1185,3107,6997,15524,16593,9055,4858
Seitokai no Ichizon,7.453350925390399,1.4954843269738465,55328,176,217,430,1173,3041,6597,15324,15831,8306,4233
Pokemon XY,7.436046884006918,1.576044665664299,15613,57,67,146,325,948,2056,4352,3953,2084,1625
Shin Chou Kyou Ryo: Condor Hero II,7.508316008316008,1.6333432774175511,962,6,6,3,27,47,134,234,243,153,109
Winter Sonata,7.30202834120589,1.8499337411524779,3599,43,33,53,129,266,489,817,837,503,429
Bartender,7.359710919470424,1.6605618994589437,16466,98,87,190,492,1195,2131,3976,4360,2468,1469
Yuuki Yuuna wa Yuusha de Aru,7.439218057234986,1.6083072436121508,24810,115,126,257,659,1553,2979,6222,6648,4094,2157
Busou Renkin,7.421872727272727,1.53692897516793,55000,145,218,481,1259,3490,6938,15165,14513,8104,4687
Cinderella Monogatari,7.5177342509264165,1.5949987848459697,1889,6,7,16,29,108,280,503,426,272,242
Date A Live II,7.485798262054865,1.6122806882625824,117380,371,661,1346,2863,6499,14235,30784,30168,17767,12686
Honoo no Toukyuuji: Dodge Danpei,7.520679468242245,1.5502229731672832,1354,5,5,12,25,72,163,365,370,191,146
Lupin III: Part III,7.520033388981636,1.4586736716463664,2396,9,4,14,37,108,287,735,654,308,240
Karakuri Zoushi Ayatsuri Sakon,7.410653753026635,1.5210811780871367,2065,4,11,16,38,144,270,549,573,290,170
Oban Star-Racers,7.489224899314633,1.54972702111486,14153,35,32,83,267,961,1911,3806,3440,2034,1584
Hidamari Sketch,7.409655746477198,1.52723597519493,16819,80,79,141,386,968,1992,4613,4944,2377,1239
Shin Chou Kyou Ryo: Condor Hero,7.493464052287582,1.6648554813443204,1836,17,9,14,44,87,241,471,464,275,214
Slayers Evolution-R,7.511530796241814,1.4917077749402778,10537,27,37,77,188,519,1319,2938,2875,1580,977
Whistle!,7.455954897815363,1.456760022628434,4257,12,16,28,73,214,524,1288,1167,596,339
Tokyo Ghoul √A,7.4924656337671145,1.9186852074814493,291929,2446,3425,5703,11940,17420,32416,57718,64452,52225,44184
Taiho Shichau zo: Second Season,7.516115529510255,1.2751660160161962,2389,4,3,6,19,100,285,750,746,336,140
Uta no☆Prince-sama♪ Maji Love 2000%,7.475162121071085,1.7978561332627354,32229,191,258,427,932,2273,4215,7428,6776,4948,4781
Watashi ga Motete Dousunda,7.46912261355021,1.541719256309232,29018,124,117,225,580,1517,3601,8367,7659,3926,2902
Yu☆Gi☆Oh! 5D's,7.340259920772812,1.7580190154953683,28778,218,274,390,880,2079,3670,7130,6881,4151,3105
Flanders no Inu,7.49667994687915,1.6613094644315443,753,4,4,2,13,55,108,203,156,97,111
Kamichu!,7.422057613168724,1.5162681218230678,12150,48,32,93,254,780,1583,3230,3304,1929,897
Garo: Honoo no Kokuin,7.394225325533119,1.4817161631886975,26495,103,97,192,562,1582,3266,7468,7810,3623,1792
Kure-nai,7.489965127037221,1.39723628617615,28102,77,79,147,480,1299,3395,7803,8648,4523,1651
Nanatsu no Taizai: Seisen no Shirushi,7.552292217422142,1.4590028147566079,31018,70,62,168,537,1377,3713,9217,8433,4145,3296
Nisekoi:,7.498656426614889,1.5091712270664865,115364,294,439,897,2402,5842,14129,31769,31750,17183,10659
Genshiken Nidaime,7.512224610424503,1.4016133887093731,14888,45,44,80,245,648,1753,4082,4725,2303,963
Rewrite 2nd Season,7.5867003367003365,1.755959037826663,2376,28,14,26,46,107,284,561,622,314,374
Gokinjo Monogatari,7.457357075913777,1.5133921836557147,2134,8,6,20,36,117,267,624,569,287,200
Tanoshii Muumin Ikka Bouken Nikki,7.588866532528504,1.7203900452338572,1491,3,5,15,43,105,190,335,340,195,260
Saiyuuki Reload Gunlock,7.53932584269663,1.5251042008044018,5162,10,12,43,104,281,619,1426,1319,794,554
Shin Chou Kyou Ryo: Condor Hero III,7.700218818380744,1.6176880456225258,457,4,0,1,11,20,52,106,121,74,68
Tetsuwan Birdy Decode,7.519945506407255,1.324470218699435,23489,37,50,102,294,1041,2593,7005,7445,3561,1361
Scrapped Princess,7.464743707514239,1.376983600358165,27215,66,58,114,425,1495,3141,7972,8284,4068,1592
Selector Spread WIXOSS,7.492969895626671,1.5360662236138507,23186,54,86,216,591,1279,2695,5941,6618,3662,2044
Outbreak Company,7.497095718571039,1.420814059091024,73340,172,207,468,1297,3542,8437,20726,22474,10717,5300
Nijiiro Days,7.457000074587902,1.4444529882347859,26814,66,87,186,447,1387,3321,7902,7655,3679,2084
Mayo Chiki!,7.504592422502871,1.4542153721127222,116714,265,341,828,2035,5881,13690,33302,33321,17417,9634
Mahou Shoujo Lyrical Nanoha,7.481365933059785,1.5012853590607402,29489,87,97,190,530,1707,3704,8177,8015,4291,2691
Kamikaze Kaitou Jeanne,7.464365132310429,1.6077447311072428,17988,42,84,123,398,1273,2515,4633,4133,2722,2065
Black Cat,7.472425733552032,1.4856406032321172,82305,155,250,555,1604,4849,10339,22935,22097,12528,6993
Glass no Kamen,7.446028513238289,1.60277239161061,1473,7,9,6,42,97,164,411,368,223,146
Vampire Knight Guilty,7.504726771403033,1.7935057873298672,132014,786,1120,1797,4072,8661,16022,29382,29241,22345,18588
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7.501537553859081,1.5187969253485407,111866,363,454,939,2385,5346,13406,30499,31761,16338,10375
Sankarea,7.515705424815106,1.4137957265257703,130751,229,336,755,2243,5989,15614,37451,38662,19254,10218
Saiyuuki Reload,7.475572047000618,1.5438519111214724,8085,28,32,67,163,466,994,2235,2107,1230,763
Shigurui,7.4516365925304235,1.7519159366633943,19064,146,170,275,598,1056,2233,4444,4816,3219,2107
UN-GO,7.468954838709678,1.4778725133455843,38750,90,137,308,813,2041,4732,10609,11030,6118,2872
Kindaichi Shounen no Jikenbo Returns 2nd Season,7.515625,1.4923232178880446,1408,11,6,6,20,49,169,423,401,197,126
Yomigaeru Sora: Rescue Wings,7.508521601268331,1.3421084779910655,2523,3,2,16,39,117,293,718,793,400,142
Puchi Puri Yuushi,7.472344845494677,1.568798332237333,3851,12,17,16,65,281,542,982,947,575,414
Kamisama no Inai Nichiyoubi,7.479826494078766,1.5770967552273825,58096,183,244,561,1411,3479,7105,14732,15553,9303,5525
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",7.518947533454455,1.5179777233204648,108431,340,462,927,2165,5344,12828,28528,31035,17102,9700
Nanatsu no Umi no Tico,7.558909444985394,1.5908654716714912,1027,3,4,7,19,52,142,283,233,142,142
Sunabouzu,7.382298367144978,1.6402934055380654,32336,187,203,410,953,1994,3854,8298,8688,5095,2654
Masuda Kousuke Gekijou Gag Manga Biyori 2,7.599246231155779,1.5381086848155079,796,2,2,4,17,43,90,213,204,125,96
Kuroshitsuji II,7.5211369409432285,1.8339665178785742,145267,925,1228,2184,5209,9014,17364,30938,31744,24578,22083
Tamayura: More Aggressive,7.48691611640988,1.4848670091233958,4089,10,8,21,89,235,508,1123,1155,555,385
Tenchi Muyou!,7.517094421820248,1.4454000192773644,21118,41,57,102,310,1157,2525,6219,5696,3101,1910
Vandread: The Second Stage,7.531102512861941,1.4031513267076574,23519,28,52,131,352,1148,2773,6834,6684,3667,1850
Aoki Densetsu Shoot!,7.466006055601431,1.5100408727391805,3633,11,16,33,60,183,482,1017,993,508,330
Bokura ga Ita,7.452072374675201,1.7572877908386744,63116,424,517,805,1899,4151,7742,14602,15020,10265,7691
Chouyaku Hyakuninisshu: Uta Koi.,7.443020673159063,1.5302768953602333,5853,19,29,45,104,360,768,1576,1567,890,495
Ojamajo Doremi Dokkaan!,7.551747772446881,1.6225034691242608,2918,7,11,22,48,196,396,771,623,428,416
Gundam Build Fighters Try,7.507681701792397,1.4945868061180911,10154,25,35,91,213,517,1121,2788,2978,1498,888
Magic Knight Rayearth,7.485071689626089,1.4833398958965085,17785,36,50,84,315,1053,2334,5034,4625,2573,1681
Hime-chan no Ribbon,7.46234309623431,1.5092616275939872,1434,7,9,4,17,70,217,401,383,187,139
Bobobo-bo Bo-bobo,7.148300059300257,2.229494107902368,20236,643,437,467,858,1469,2429,4154,3934,2616,3229
RahXephon,7.476013773275834,1.5935701365717636,29913,115,158,274,760,1749,3652,7462,8006,4972,2765
Super Lovers,7.491595807791181,1.9107996736673654,20228,266,203,314,641,1215,2294,4421,4550,3064,3260
Kaikan Phrase,7.388166449934981,1.765745555371052,3076,16,21,43,92,261,395,730,653,488,377
True Tears,7.5274798101226805,1.5401456531518762,64884,272,299,507,1346,3339,7506,16375,18518,11082,5640
Wangan Midnight,7.452822240943555,1.6168625024166436,4748,19,20,52,121,304,575,1233,1222,710,492
X,7.508718345254205,1.6329570640346538,25865,93,149,235,640,1559,3267,6232,6589,4186,2915
AKB0048,7.4277173913043475,1.7531007332728743,18400,143,141,251,542,1192,2222,4426,4456,2868,2159
Danna ga Nani wo Itteiru ka Wakaranai Ken,7.522194592878684,1.360265478409325,75604,145,172,331,812,3406,9168,22525,22556,11073,5416
Aoki Hagane no Arpeggio: Ars Nova,7.458709647538326,1.5287215149221078,43182,149,188,393,986,2422,5086,11425,12345,6807,3381
Chou Denji Machine Voltes V,7.5385474860335195,1.6536467612140051,1790,9,7,11,24,144,222,456,416,240,261
Date A Live,7.498802123629378,1.5992846509950576,187415,644,972,1962,4441,10456,22324,48475,49383,29043,19715
Future GPX Cyber Formula,7.5458290422245105,1.4497098710491392,971,2,0,3,13,65,122,254,279,133,100
God Eater,7.431038148633073,1.6577202142711152,89361,428,596,1246,2756,5116,10006,22639,24158,13850,8566
Himouto! Umaru-chan,7.473625068905568,1.6218523841440793,94332,663,588,981,2160,4700,10746,24906,26420,13778,9390
Hakkenden: Touhou Hakken Ibun,7.500153244962072,1.5574643898116523,26102,81,101,209,554,1540,3179,6940,6854,3983,2661
Fushigi no Umi no Nadia,7.586839703944033,1.4421618710009312,9863,16,25,50,152,504,1145,2553,2899,1638,881
Gunslinger Girl,7.470693027128556,1.54032597425868,51643,175,203,428,1174,3044,6291,13301,14473,8149,4405
Boku wa Tomodachi ga Sukunai,7.540419528349026,1.4208039267429449,204134,447,558,1260,3288,9566,22835,56969,61384,32204,15623
Zipang,7.518075801749271,1.4424205543039745,3430,14,6,20,70,168,357,964,1020,579,232
The Big O,7.497898971837282,1.522831768765771,22370,89,80,158,428,1351,2507,5986,6284,3548,1939
Yu☆Gi☆Oh! Duel Monsters,7.532977606717985,1.5930868694036588,91456,216,302,717,1817,5867,11723,23955,22135,12981,11743
Paniponi Dash!,7.379407176287051,1.6706553193707996,16025,96,105,178,509,1085,1971,3929,4160,2575,1417
Mobile Suit Gundam Unicorn RE:0096,7.495112285336856,1.5514223735176649,3785,19,18,33,88,187,407,1022,1110,558,343
Rozen Maiden,7.517024283695233,1.543111571077904,70047,214,297,507,1458,4001,8312,18323,18973,11158,6804
Saki,7.463611553331817,1.5221131394177072,26382,82,114,188,578,1518,3271,7030,7307,4103,2191
Sengoku Basara,7.499060001359034,1.5238944955684377,44149,131,168,334,922,2466,5258,11827,12172,6834,4037
Waga Seishun no Arcadia: Mugen Kidou SSX,7.591649694501018,1.4530155199854693,982,2,0,5,18,44,118,286,249,156,104
Blood Lad,7.525881193873284,1.4245384840794928,141087,269,353,879,2379,6860,16264,39605,41726,21771,10981
Joshiraku,7.458808488877525,1.4398991810673758,19555,65,63,136,340,1005,2336,5539,5822,2982,1267
Fate/stay night,7.54079856086277,1.6078990585593838,224579,734,1054,2245,5922,12386,25840,54311,59510,38757,23820
Level E,7.52258064516129,1.4880609124962811,28210,76,115,216,601,1381,3211,7274,8455,4685,2196
Gabriel DropOut,7.595202952029521,1.4456880329793744,5420,10,17,30,85,250,574,1490,1664,744,556
Tetsujin 28-gou (2004),7.629237288135593,1.6235270543593392,472,3,2,4,10,24,50,104,139,78,58
Shinreigari: Ghost Hound,7.5090097940120595,1.5071821707602278,28691,80,109,209,622,1540,3398,7429,8141,4821,2342
Shinryaku! Ika Musume,7.5298799273244335,1.4160960632916062,50636,129,127,296,767,2507,5613,14187,15480,7718,3812
Taiho Shichau zo (1996),7.519289533995416,1.3480492482119295,5236,9,3,22,52,290,595,1574,1532,802,357
Tales of Zestiria the X,7.575404773827408,1.420539644487117,47928,92,121,244,808,2066,5239,13528,14509,6966,4355
Grimm Masterpiece Theater II,7.707983193277311,1.6298229422998516,476,0,4,2,7,28,57,114,114,65,85
Kemonozume,7.473264017823988,1.6923436739511477,10772,98,84,134,268,553,1205,2596,2941,1863,1030
Toshokan Sensou,7.546709804148131,1.4201956334059045,17309,31,49,92,276,847,1984,4752,5122,2822,1334
Shugo Chara!! Doki,7.565187576787908,1.6749228545998105,34999,133,164,323,790,2305,4417,8233,7963,5888,4783
Uchuu no Kishi Tekkaman Blade,7.519701810436635,1.536175602214162,3756,9,14,35,72,198,460,1025,981,579,383
Aishiteruze Baby★★,7.508427802278077,1.5714335981721286,36961,120,144,305,756,2282,4646,9314,9581,6090,3723
Yu☆Gi☆Oh! Arc-V,7.586965603676369,1.9224246334547839,7181,88,77,125,211,433,717,1396,1578,1402,1154
Amagami SS,7.504694215669796,1.537041011949342,83294,262,340,692,1749,4799,9742,21415,23380,13460,7455
Heppoko Jikken Animation Excel♥Saga,7.389059105342321,1.7623374161977046,35902,337,366,475,1124,2166,4216,8644,9153,5776,3645
Jigoku Sensei Nube,7.533453887884268,1.459085007532392,3318,12,12,17,36,166,416,928,928,511,292
Flying Witch,7.57482430756511,1.3651949849988891,43542,65,103,192,513,2000,4775,12201,13619,6825,3249
Owari no Seraph,7.624704379407914,1.5714135337094575,189432,569,814,1860,4134,8762,19809,46726,52300,32676,21782
Acchi Kocchi (TV),7.580474973923296,1.5676572539031277,66151,214,287,487,1302,3691,7565,16436,17780,11028,7361
Bishoujo Senshi Sailor Moon SuperS,7.629178568065539,1.6577337225628836,31859,76,105,208,682,1993,4221,7783,6667,4928,5196
Little Busters!,7.528641516939601,1.6475150878341371,60332,271,369,670,1623,3367,6519,14705,16169,9919,6720
Pretty Rhythm: Aurora Dream,7.333235120801414,1.8503301301561885,3394,25,27,68,133,258,424,801,747,453,458
Ganbare Genki,7.708333333333333,1.760834068321492,264,3,1,1,8,11,30,57,62,45,46
Candy Candy,7.500617474529176,1.7249730984878051,6478,28,33,60,147,465,966,1526,1355,896,1002
Taiyou no Kiba Dagram,7.603015075376884,1.7125580956360318,398,4,2,1,11,21,48,89,99,67,56
Tenshi na Konamaiki,7.45889477668433,1.5947534120986928,6605,40,26,62,149,386,835,1656,1789,1072,590
Zero no Tsukaima: Princesses no Rondo,7.5868102003745586,1.6243837771123468,142034,452,738,1415,3279,7385,16408,35115,36097,23108,18037
Doraemon (2005),7.638056680161943,1.8236439332194005,1235,14,6,18,15,82,138,280,277,171,234
Mai-HiME,7.532213094349017,1.524073001112071,40170,126,148,273,785,2260,4692,10482,11019,6640,3745
Marmalade Boy,7.531493751572591,1.6968260550507506,11923,60,70,115,270,767,1516,2893,2745,1839,1648
Mikakunin de Shinkoukei,7.564733937831018,1.3458837475514447,72126,107,123,320,922,3061,7949,20851,22671,10931,5191
Nijuu Mensou no Musume,7.591065686724851,1.4866109267698617,8708,20,30,56,156,430,991,2179,2541,1496,809
Patalliro!,7.482529118136439,1.914158889037146,601,14,5,5,14,31,72,137,137,100,86
R.O.D the TV,7.571085646994882,1.4514530418352556,22079,57,62,119,390,1097,2390,5838,6611,3665,1850
Shugo Chara!,7.483688755455137,1.689257367564578,64618,310,371,623,1610,4538,8316,15494,14933,10518,7905
Ayakashi: Japanese Classic Horror,7.554742051386347,1.5138513920185501,14751,52,54,89,267,756,1756,3829,4127,2400,1421
Zero no Tsukaima,7.5877308438606725,1.5887206948832764,221091,798,1092,1854,4600,11534,24488,55716,58970,36125,25914
Yozakura Quartet: Hana no Uta,7.574471950942539,1.330807811665119,22015,38,43,84,313,887,2274,6257,7239,3466,1414
Akage no Anne,7.546809779367919,1.7073581388051182,3354,14,17,24,87,225,466,768,728,527,498
Amagami SS+ Plus,7.594331382653507,1.4190803927944229,45796,73,84,236,645,2178,5299,12270,13548,7327,4136
Jibaku-kun,7.565596846846847,1.6061112819727492,3552,12,15,24,75,221,410,907,911,513,464
Chuunibyou demo Koi ga Shitai! Ren,7.591893913946316,1.5388984150160794,130988,319,477,1127,3002,6371,14312,32240,37346,22330,13464
Kidou Senkan Nadesico,7.553681710213777,1.451924318987087,12630,25,37,76,228,627,1425,3408,3660,2097,1047
Motto To LOVE-Ru,7.588303409556114,1.5620098867684646,85495,283,388,721,1591,4185,9712,22121,23293,13222,9979
Otome Youkai Zakuro,7.5555774020186135,1.3926235451067341,30516,44,61,135,395,1503,3588,8617,9003,4671,2499
Patapata Hikousen no Bouken,7.610441767068273,1.6184340334114666,996,4,4,8,20,48,136,227,257,157,135
Psycho-Pass 2,7.579816894268729,1.5647247652879857,130198,412,670,1443,3378,5560,13258,31890,37755,23654,12178
Samurai 7,7.554148450864854,1.453703230090192,42088,79,109,265,710,2115,4814,11612,11909,6758,3717
Sekirei: Pure Engagement,7.593899166784352,1.4843825901896228,70810,159,217,516,1176,3290,7978,18950,19900,11529,7095
So Ra No Wo To,7.534814082623485,1.524838301869679,34397,115,124,246,731,1878,4001,8582,9834,5852,3034
Shinryaku!? Ika Musume,7.6030735369256774,1.2859833130233609,25443,26,30,68,228,1023,2643,7574,8200,3858,1793
Love Live! Sunshine!!,7.569266790963882,1.6247112925343354,23063,134,115,218,479,1163,2559,5872,6136,3595,2792
Golgo 13 (TV),7.388034188034188,1.6354692581173373,6435,40,45,59,163,428,786,1688,1709,931,586
Yawara!,7.4983127109111365,1.5584767551924228,1778,5,11,14,31,105,231,449,469,297,166
Amaama to Inazuma,7.601483377068378,1.3300253605703647,46111,57,66,137,515,1928,5100,13054,14577,7152,3525
Shoubushi Densetsu Tetsuya,7.612768496420048,1.3167016799365978,1676,2,1,4,18,73,190,455,539,271,123
Yuusha Keisatsu J-Decker,7.641791044776119,1.6544962937971366,335,1,3,3,6,18,33,87,83,51,50
Casshern Sins,7.496563471192924,1.6778001346618971,33464,171,192,388,998,1994,3881,7836,8692,5610,3702
Darker than Black: Ryuusei no Gemini,7.605249302749161,1.5390339405079783,140552,378,513,1162,3333,6454,15323,34202,39732,25317,14138
Gokudou-kun Manyuuki,7.563956499223201,1.5063909033774463,3862,6,7,30,80,210,457,998,1059,618,397
Gochuumon wa Usagi Desu ka?,7.546675767918089,1.4791424300318936,36625,103,105,232,611,1861,4190,10094,10641,5167,3621
Senyuu. 2,7.601443123938879,1.4722251810124765,18848,32,47,112,274,963,2173,5065,5246,2922,2014
Magic Knight Rayearth II,7.60654833072749,1.4645262364640854,10873,12,23,48,164,567,1335,2889,2901,1768,1166
Salaryman Kintarou,7.548502994011976,1.6480021033438534,1670,11,9,15,51,74,196,378,461,302,173
Shigofumi,7.575577295963335,1.4024698212685855,22692,51,64,106,331,1040,2532,6005,7073,3827,1663
WWW.Working!!,7.578537621090812,1.347491873870161,22607,34,56,105,323,919,2253,6491,7408,3419,1599
"Yondemasu yo, Azazel-san. (TV)",7.587630783538712,1.5103935009496121,21505,93,93,163,406,917,2222,5559,6521,3528,2003
Suisei no Gargantia,7.629160806375996,1.3345832759928469,100251,120,163,435,1274,3875,10346,27304,32322,17291,7121
Hakuouki Reimeiroku,7.606388127117277,1.5622062314020986,12398,36,38,72,233,636,1540,3251,3087,1879,1626
Hellsing,7.608899222999635,1.5912667695464917,188803,441,739,1600,4359,10013,21895,46005,47973,32606,23172
Kaitou Saint Tail,7.559424678274035,1.47933494071993,3963,7,4,12,53,237,528,1124,982,542,474
Uchuu Senkan Yamato 2,7.673676012461059,1.4757305200914121,1284,1,4,6,14,68,136,350,349,188,168
Medaka Box Abnormal,7.611186216037111,1.40704352770236,37725,87,110,223,577,1516,3776,10196,11968,6224,3048
Reikenzan: Eichi e no Shikaku,7.77536231884058,1.618215077734472,414,3,2,1,4,20,40,105,106,60,73
Accel World,7.538383377039254,1.6256039447521895,194863,1055,1191,2191,4985,9952,20279,46574,54994,34822,18820
Donten ni Warau,7.520266823621738,1.5970689037138337,25485,68,101,239,627,1488,3093,6536,6512,3897,2924
Fate/kaleid liner Prisma☆Illya 3rei!!,7.624826725810923,1.4264178221529606,14428,52,35,97,212,512,1440,3900,4712,2126,1342
Gallery Fake,7.45998160073597,1.5853541969365281,2174,5,11,13,59,147,279,545,559,340,216
Kuruneko,7.402877697841727,1.676410281251385,695,3,4,3,17,60,107,162,152,105,82
Grimm Masterpiece Theater,7.693421052631579,1.5267643397166673,760,1,1,4,10,34,105,190,193,102,120
Hello!! Kiniro Mosaic,7.613370677057964,1.3651627200711887,16424,26,24,63,180,732,1754,4625,5131,2438,1451
Konnichiwa Anne: Before Green Gables,7.582183186951067,1.5951097637505787,797,4,2,4,10,52,100,210,196,105,114
Mobile Fighter G Gundam,7.57053376906318,1.5708918151488889,22032,75,105,178,498,1132,2377,5672,5995,3603,2397
Rokka no Yuusha,7.600612528858038,1.4275333343947891,128647,299,386,806,2269,5408,13319,33354,40470,22321,10015
Aikatsu!,7.220062208398134,1.9884429685975287,5144,73,71,99,208,447,705,1126,1003,695,717
Shion no Ou,7.564380557924229,1.4819425078858135,8209,25,28,60,150,393,945,2038,2458,1450,662
Free!,7.597866377361902,1.6473862551422467,165915,1020,794,1265,3270,9085,19262,40786,41200,27312,21921
Heroic Age,7.590975824606049,1.5564069710053399,30651,72,109,225,688,1730,3408,7440,8388,5238,3353
Digimon Tamers,7.628433925049309,1.4925686373339215,63375,94,158,325,993,3438,7479,15840,17362,10605,7081
UFO Robo Grendizer,7.612474849094568,1.6692042321064609,2485,10,8,17,43,164,321,620,566,306,430
Fantastic Children,7.54124513618677,1.68653721813581,5140,32,23,62,147,295,588,1129,1360,916,588
Girls und Panzer,7.577398146343192,1.537790129691267,56429,272,265,435,1128,2558,5953,14211,16762,9565,5280
Kareshi Kanojo no Jijou,7.610927733689164,1.5224180897478294,42717,133,167,251,805,2166,4724,10499,12073,7565,4334
Kore wa Zombie Desu ka?,7.628145613115116,1.4880053561520599,181165,474,622,1257,3292,8059,18711,46285,53337,31236,17892
Konjiki no Gash Bell!!,7.529439370419841,1.5609032580614253,27701,83,114,218,570,1621,3236,7252,7376,4275,2956
Plawres Sanshirou,7.634146341463414,1.6792671040741294,779,4,4,9,12,42,105,159,205,123,116
Log Horizon 2nd Season,7.6375986081651135,1.4794443139315483,125877,222,354,848,2541,5677,13277,31098,36774,23025,12061
Lady Jewelpet,7.524468085106383,1.9197842393293014,940,10,8,19,30,61,97,209,197,146,163
Youjo Senki,7.6724679991017295,1.7222858974292539,8906,85,75,134,197,336,709,1924,2653,1650,1143
Aldnoah.Zero,7.629582002183421,1.5844693509135852,149307,500,658,1554,3680,7405,14870,33082,43156,29135,15267
Tsubasa Chronicle,7.596564565271788,1.5834353080239578,67939,201,249,579,1509,3761,7543,16583,18133,11387,7994
Sora no Otoshimono,7.626224071349074,1.6155940182137651,133877,522,712,1336,2909,6467,14311,31954,36191,22771,16704
Sakamoto desu ga?,7.59535815662047,1.4750475156373768,89835,244,283,558,1540,4044,9722,24262,26362,13797,9023
Mutsu Enmei Ryuu Gaiden: Shura no Toki,7.639383510399521,1.4835581633997912,6683,20,19,43,94,317,739,1657,1947,1173,674
Hanbun no Tsuki ga Noboru Sora,7.668379668632407,1.5497270416402784,35610,85,145,262,622,1797,3918,8254,9851,6417,4259
